1.3484e-06,0.037996
1.3497e-06,0.077266
1.355e-06,0.11654
1.3623e-06,0.15581
1.3716e-06,0.19508
1.383e-06,0.23435
1.3966e-06,0.27362
1.4124e-06,0.31289
1.4303e-06,0.35216
1.4504e-06,0.39143
1.4728e-06,0.4307
1.4974e-06,0.46996
1.5244e-06,0.50923
1.5537e-06,0.5485
1.5854e-06,0.58777
1.6196e-06,0.62704
1.6562e-06,0.66631
1.6954e-06,0.70558
1.7373e-06,0.74485
1.7818e-06,0.78412
1.8291e-06,0.82339
1.8791e-06,0.86266
1.9321e-06,0.90193
1.9881e-06,0.9412
2.0471e-06,0.98047
2.1093e-06,1.0197
2.1748e-06,1.059
2.2436e-06,1.0983
2.3159e-06,1.1376
2.3917e-06,1.1768
2.4713e-06,1.2161
2.5546e-06,1.2554
2.6419e-06,1.2946
2.7333e-06,1.3339
2.8289e-06,1.3732
2.9289e-06,1.4124
3.0333e-06,1.4517
3.1425e-06,1.491
3.2565e-06,1.5303
3.3755e-06,1.5695
3.4998e-06,1.6088
3.6294e-06,1.6481
3.7647e-06,1.6873
3.9057e-06,1.7266
4.0528e-06,1.7659
4.2061e-06,1.8051
4.3659e-06,1.8444
4.5325e-06,1.8837
4.706e-06,1.923
4.8869e-06,1.9622
5.0752e-06,2.0015
5.2714e-06,2.0408
5.4757e-06,2.08
5.6885e-06,2.1193
5.91e-06,2.1586
6.1406e-06,2.1978
6.3808e-06,2.2371
6.6307e-06,2.2764
6.8909e-06,2.3157
7.1618e-06,2.3549
7.4436e-06,2.3942
7.737e-06,2.4335
8.0423e-06,2.4727
8.36e-06,2.512
8.6906e-06,2.5513
9.0346e-06,2.5905
9.3926e-06,2.6298
9.765e-06,2.6691
1.0153e-05,2.7083
1.0556e-05,2.7476
1.0975e-05,2.7869
1.1412e-05,2.8262
1.1866e-05,2.8654
1.2338e-05,2.9047
1.2829e-05,2.944
1.334e-05,2.9832
1.3872e-05,3.0225
1.4425e-05,3.0618
1.5e-05,3.101
1.5599e-05,3.1403
1.6221e-05,3.1796
1.6869e-05,3.2189
1.7542e-05,3.2581
1.8243e-05,3.2974
1.8971e-05,3.3367
1.9729e-05,3.3759
2.0518e-05,3.4152
2.1338e-05,3.4545
2.2191e-05,3.4937
2.3078e-05,3.533
2.4001e-05,3.5723
2.4961e-05,3.6116
2.5959e-05,3.6508
2.6997e-05,3.6901
2.8077e-05,3.7294
2.9201e-05,3.7686
3.0369e-05,3.8079
3.1585e-05,3.8472
3.2849e-05,3.8864
3.4164e-05,3.9257
3.5531e-05,3.965
3.6954e-05,4.0043
3.8433e-05,4.0435
3.9972e-05,4.0828
4.1572e-05,4.1221
4.3237e-05,4.1613
4.4968e-05,4.2006
4.6768e-05,4.2399
4.8641e-05,4.2791
5.0589e-05,4.3184
5.2614e-05,4.3577
5.4721e-05,4.397
5.6912e-05,4.4362
5.9191e-05,4.4755
6.1561e-05,4.5148
6.4026e-05,4.554
6.659e-05,4.5933
6.9256e-05,4.6326
7.2029e-05,4.6718
7.4913e-05,4.7111
7.7912e-05,4.7504
8.1031e-05,4.7897
8.4276e-05,4.8289
8.765e-05,4.8682
9.1159e-05,4.9075
9.4808e-05,4.9467
9.8604e-05,4.986
0.00010255,5.0253
0.00010666,5.0645
0.00011093,5.1038
0.00011537,5.1431
0.00011999,5.1824
0.00012479,5.2216
0.00012979,5.2609
0.00013498,5.3002
0.00014039,5.3394
0.00014601,5.3787
0.00015186,5.418
0.00015794,5.4572
0.00016426,5.4965
0.00017084,5.5358
0.00017768,5.5751
0.00018479,5.6143
0.0001922,5.6536
0.00019989,5.6929
0.0002079,5.7321
0.00021622,5.7714
0.00022489,5.8107
0.00023389,5.8499
0.00024326,5.8892
0.00025301,5.9285
0.00026314,5.9678
0.00027368,6.007
0.00028464,6.0463
0.00029605,6.0856
0.00030791,6.1248
0.00032024,6.1641
0.00033307,6.2034
0.00034642,6.2426
0.0003603,6.2819
0.00037473,6.3212
0.00038975,6.3605
0.00040536,6.3997
0.0004216,6.439
0.0004385,6.4783
0.00045607,6.5175
0.00047434,6.5568
0.00049335,6.5961
0.00051311,6.6353
0.00053367,6.6746
0.00055505,6.7139
0.00057729,6.7532
0.00060042,6.7924
0.00062447,6.8317
0.00064948,6.871
0.00067549,6.9102
0.00070254,6.9495
0.00073068,6.9888
0.00075994,7.028
0.00079037,7.0673
0.00082203,7.1066
0.00085495,7.1458
0.00088919,7.1851
0.0009248,7.2244
0.00096183,7.2637
0.0010004,7.3029
0.0010404,7.3422
0.0010821,7.3815
0.0011254,7.4207
0.0011705,7.46
0.0012174,7.4993
0.001266,7.5385
0.0013167,7.5778
0.0013695,7.6171
0.0014243,7.6564
0.0014814,7.6956
0.0015407,7.7349
0.0016024,7.7742
0.0016666,7.8134
0.0017333,7.8527
0.0018028,7.892
0.001875,7.9312
0.00195,7.9705
0.0020282,8.0098
0.0021094,8.0491
0.0021939,8.0883
0.0022817,8.1276
0.0023731,8.1669
0.0024682,8.2061
0.002567,8.2454
0.0026698,8.2847
0.0027767,8.3239
0.002888,8.3632
0.0030036,8.4025
0.0031239,8.4417
0.003249,8.481
0.0033792,8.5203
0.0035145,8.5596
0.0036553,8.5988
0.0038016,8.6381
0.0039539,8.6774
0.0041123,8.7166
0.004277,8.7559
0.0044482,8.7952
0.0046264,8.8344
0.0048117,8.8737
0.0050044,8.913
0.0052048,8.9522
0.0054133,8.9915
0.0056301,9.0308
0.0058555,9.07
0.00609,9.1093
0.0063339,9.1486
0.0065876,9.1879
0.0068514,9.2271
0.0071258,9.2664
0.0074112,9.3057
0.007708,9.3449
0.0080166,9.3842
0.0083377,9.4235
0.0086716,9.4627
0.0090188,9.502
0.00938,9.5412
0.0097556,9.5805
0.010146,9.6198
0.010553,9.659
0.010975,9.6983
0.011415,9.7376
0.011872,9.7768
0.012347,9.8161
0.012841,9.8553
0.013355,9.8946
0.01389,9.9339
0.014446,9.9731
0.015025,10.012
0.015626,10.052
0.016252,10.091
0.016902,10.13
0.017579,10.169
0.018283,10.209
0.019014,10.248
0.019775,10.287
0.020567,10.326
0.02139,10.366
0.022246,10.405
0.023136,10.444
0.024062,10.483
0.025024,10.523
0.026026,10.562
0.027067,10.601
